"utterance","correct_answer","rt","feature_type","response","correct_color","slide_number_in_experiment","feature","correct_material","object","workerid","Answer.time_in_minutes","label","item","speaker_cond"
"","['yes']",NA,"['color']","[567, 'yes']","['green']","59","['green']","['cardboard']","",115,3.0751,"box_cardboard_green","['box']","list4"
"","['no']",NA,"['color']","[1183, 'no']","['blue']","60","['black']","['wood']","",115,3.0751,"spoon_wood_blue","['spoon']","list4"
"","['yes']",NA,"['material']","[711, 'yes']","['brown']","61","['wood']","['wood']","",115,3.0751,"box_wood_original","['box']","list4"
"","['yes']",NA,"['material']","[920, 'yes']","['blue']","62","['wood']","['wood']","",115,3.0751,"table_wood_blue","['table']","list4"
"","['no']",NA,"['material']","[721, 'no']","['brown']","63","['metal']","['rubber']","",115,3.0751,"boot_rubber_brown","['boot']","list4"
"","['no']",NA,"['material']","[856, 'no']","['silver']","64","['wood']","['metal']","",115,3.0751,"spoon_metal_original","['spoon']","list4"
"","['no']",NA,"['material']","[767, 'no']","['green']","65","['paper']","['metal']","",115,3.0751,"table_metal_green","['table']","list4"
"","['no']",NA,"['color']","[816, 'no']","['blue']","66","['clear']","['plastic']","",115,3.0751,"spoon_plastic_blue","['spoon']","list4"
"","['yes']",NA,"['color']","[799, 'yes']","['blue']","67","['blue']","['glass']","",115,3.0751,"bottle_glass_blue","['bottle']","list4"
"","['no']",NA,"['color']","[728, 'no']","['pink']","68","['silver']","['plastic']","",115,3.0751,"plate_plastic_pink","['plate']","list4"
"","['yes']",NA,"['material']","[824, 'yes']","['blue']","69","['metal']","['metal']","",115,3.0751,"spoon_metal_blue","['spoon']","list4"
"","['yes']",NA,"['material']","[721, 'yes']","['clear']","70","['plastic']","['plastic']","",115,3.0751,"cup_plastic_original","['cup']","list4"
"","['yes']",NA,"['material']","[672, 'yes']","['brown']","71","['wood']","['wood']","",115,3.0751,"table_wood_original","['table']","list4"
"","['yes']",NA,"['material']","[911, 'yes']","['blue']","72","['metal']","['metal']","",115,3.0751,"table_metal_blue","['table']","list4"
"","['yes']",NA,"['material']","[960, 'yes']","['green']","73","['metal']","['metal']","",115,3.0751,"bowl_metal_green","['bowl']","list4"
"","['no']",NA,"['material']","[696, 'no']","['green']","74","['cardboard']","['glass']","",115,3.0751,"bottle_glass_green","['bottle']","list4"
"","['yes']",NA,"['material']","[720, 'yes']","['brown']","75","['wood']","['wood']","",115,3.0751,"chair_wood_original","['chair']","list4"
"","['no']",NA,"['material']","[704, 'no']","['green']","76","['cardboard']","['plastic']","",115,3.0751,"bottle_plastic_green","['bottle']","list4"
"","['no']",NA,"['color']","[712, 'no']","['brown']","77","['pink']","['paper']","",115,3.0751,"bag_paper_original","['bag']","list4"
"","['yes']",NA,"['material']","[576, 'yes']","['silver']","78","['metal']","['metal']","",115,3.0751,"pitcher_metal_original","['pitcher']","list4"
"","['yes']",NA,"['material']","[680, 'yes']","['green']","79","['plastic']","['plastic']","",115,3.0751,"chair_plastic_green","['chair']","list4"
"","['yes']",NA,"['material']","[561, 'yes']","['blue']","80","['plastic']","['plastic']","",115,3.0751,"bag_plastic_blue","['bag']","list4"
"","['yes']",NA,"['color']","[696, 'yes']","['brown']","81","['brown']","['wood']","",115,3.0751,"spoon_wood_original","['spoon']","list4"
"","['yes']",NA,"['color']","[734, 'yes']","['black']","82","['black']","['leather']","",115,3.0751,"boot_leather_original","['boot']","list4"
"","['no']",NA,"['material']","[696, 'no']","['silver']","83","['paper']","['metal']","",115,3.0751,"chair_metal_original","['chair']","list4"
"","['no']",NA,"['color']","[838, 'no']","['silver']","84","['clear']","['metal']","",115,3.0751,"cup_metal_original","['cup']","list4"
"","['no']",NA,"['color']","[792, 'no']","['green']","85","['black']","['denim']","",115,3.0751,"jacket_denim_green","['jacket']","list4"
"","['no']",NA,"['material']","[720, 'no']","['blue']","86","['plastic']","['wood']","",115,3.0751,"box_wood_blue","['box']","list4"
"","['yes']",NA,"['color']","[665, 'yes']","['purple']","87","['purple']","['metal']","",115,3.0751,"chair_metal_purple","['chair']","list4"
"","['yes']",NA,"['material']","[767, 'yes']","['brown']","88","['leather']","['leather']","",115,3.0751,"boot_leather_brown","['boot']","list4"
"","['no']",NA,"['material']","[737, 'yes']","['green']","89","['plastic']","['wood']","",115,3.0751,"spoon_wood_green","['spoon']","list4"
"","['no']",NA,"['color']","[768, 'no']","['green']","90","['clear']","['metal']","",115,3.0751,"chair_metal_green","['chair']","list4"
"bot_check","",0,"","Barbara","","bot_check","","","Barbara",116,2.96923333333333,"","","list4"
"","['no']",NA,"['material']","[912, 'no']","['silver']","practice_trial","['glass']","['metal']","",116,2.96923333333333,"ball_metal_original","['ball']","list4"
"","['yes']",NA,"['color']","[864, 'yes']","['yellow']","practice_trial","['yellow']","['wood']","",116,2.96923333333333,"door_wood_yellow","['door']","list4"
"","['no']",NA,"['color']","[856, 'no']","['blue']","practice_trial","['red']","['metal']","",116,2.96923333333333,"ruler_metal_blue","['bag']","list4"
"","['yes']",NA,"['material']","[912, 'no']","['red']","practice_trial","['plastic']","['plastic']","",116,2.96923333333333,"ball_plastic_red","['ball']","list4"
"","['yes']",NA,"['color']","[1088, 'yes']","['white']","10","['white']","['plastic']","",116,2.96923333333333,"bag_plastic_original","['bag']","list4"
"","['yes']",NA,"['material']","['Late', 'yes']","['brown']","11","['wood']","['wood']","",116,2.96923333333333,"box_wood_original","['box']","list4"
"","['yes']",NA,"['color']","[1506, 'no']","['clear']","12","['clear']","['plastic']","",116,2.96923333333333,"bottle_plastic_original","['bottle']","list4"
"","['yes']",NA,"['color']","[1768, 'yes']","['green']","13","['green']","['wood']","",116,2.96923333333333,"table_wood_green","['table']","list4"
"","['yes']",NA,"['material']","[896, 'yes']","['green']","14","['rubber']","['rubber']","",116,2.96923333333333,"boot_rubber_original","['boot']","list4"
"","['yes']",NA,"['material']","[1368, 'yes']","['green']","15","['leather']","['leather']","",116,2.96923333333333,"jacket_leather_green","['jacket']","list4"
"","['no']",NA,"['color']","[1288, 'no']","['blue']","16","['clear']","['plastic']","",116,2.96923333333333,"spoon_plastic_blue","['spoon']","list4"
"","['yes']",NA,"['color']","[832, 'yes']","['black']","17","['black']","['leather']","",116,2.96923333333333,"boot_leather_original","['boot']","list4"
"","['yes']",NA,"['color']","[1064, 'yes']","['blue']","18","['blue']","['paper']","",116,2.96923333333333,"plate_paper_blue","['plate']","list4"
"","['yes']",NA,"['material']","[976, 'no']","['brown']","19","['wood']","['wood']","",116,2.96923333333333,"chair_wood_original","['chair']","list4"
"","['no']",NA,"['material']","[816, 'yes']","['green']","20","['plastic']","['wood']","",116,2.96923333333333,"spoon_wood_green","['spoon']","list4"
"","['no']",NA,"['color']","[1247, 'no']","['green']","21","['black']","['denim']","",116,2.96923333333333,"jacket_denim_green","['jacket']","list4"
"","['no']",NA,"['material']","[1136, 'no']","['blue']","22","['wood']","['plastic']","",116,2.96923333333333,"chair_plastic_original","['chair']","list4"
"","['yes']",NA,"['color']","[800, 'yes']","['blue']","23","['blue']","['metal']","",116,2.96923333333333,"bowl_metal_blue","['bowl']","list4"
"","['no']",NA,"['material']","[912, 'no']","['green']","24","['metal']","['glass']","",116,2.96923333333333,"bowl_glass_green","['bowl']","list4"
"","['yes']",NA,"['material']","[823, 'yes']","['blue']","25","['wood']","['wood']","",116,2.96923333333333,"table_wood_blue","['table']","list4"
"","['yes']",NA,"['color']","[712, 'yes']","['purple']","26","['purple']","['metal']","",116,2.96923333333333,"chair_metal_purple","['chair']","list4"
"","['no']",NA,"['material']","[760, 'no']","['green']","27","['paper']","['metal']","",116,2.96923333333333,"table_metal_green","['table']","list4"
"","['yes']",NA,"['color']","[744, 'yes']","['green']","28","['green']","['paper']","",116,2.96923333333333,"bag_paper_green","['bag']","list4"
"","['yes']",NA,"['material']","[864, 'no']","['clear']","29","['glass']","['glass']","",116,2.96923333333333,"bowl_glass_original","['bowl']","list4"
"","['yes']",NA,"['color']","[728, 'yes']","['green']","30","['green']","['plastic']","",116,2.96923333333333,"spoon_plastic_green","['spoon']","list4"
"","['no']",NA,"['color']","[760, 'no']","['green']","31","['pink']","['leather']","",116,2.96923333333333,"boot_leather_green","['boot']","list4"
"","['yes']",NA,"['material']","[656, 'no']","['clear']","32","['plastic']","['plastic']","",116,2.96923333333333,"cup_plastic_original","['cup']","list4"
"","['yes']",NA,"['color']","[728, 'yes']","['blue']","33","['blue']","['glass']","",116,2.96923333333333,"bottle_glass_blue","['bottle']","list4"
"","['no']",NA,"['color']","[704, 'no']","['green']","34","['black']","['metal']","",116,2.96923333333333,"spoon_metal_green","['spoon']","list4"
"","['no']",NA,"['color']","[743, 'no']","['blue']","35","['black']","['wood']","",116,2.96923333333333,"spoon_wood_blue","['spoon']","list4"
"","['yes']",NA,"['material']","[800, 'yes']","['brown']","36","['leather']","['leather']","",116,2.96923333333333,"boot_leather_brown","['boot']","list4"
"","['no']",NA,"['color']","[752, 'no']","['green']","37","['clear']","['metal']","",116,2.96923333333333,"chair_metal_green","['chair']","list4"
"","['yes']",NA,"['material']","[1168, 'yes']","['green']","38","['metal']","['metal']","",116,2.96923333333333,"cup_metal_green","['cup']","list4"
"","['yes']",NA,"['color']","[768, 'yes']","['green']","39","['green']","['cardboard']","",116,2.96923333333333,"box_cardboard_green","['box']","list4"
"","['no']",NA,"['color']","[752, 'no']","['brown']","40","['pink']","['paper']","",116,2.96923333333333,"bag_paper_original","['bag']","list4"
"","['no']",NA,"['color']","[983, 'no']","['blue']","41","['black']","['glass']","",116,2.96923333333333,"bowl_glass_blue","['bowl']","list4"
"","['no']",NA,"['color']","[1000, 'no']","['white']","42","['brown']","['plastic']","",116,2.96923333333333,"pitcher_plastic_original","['pitcher']","list4"
"","['yes']",NA,"['material']","[800, 'yes']","['brown']","43","['cardboard']","['cardboard']","",116,2.96923333333333,"box_cardboard_original","['box']","list4"
"","['no']",NA,"['color']","[680, 'no']","['silver']","44","['clear']","['metal']","",116,2.96923333333333,"cup_metal_original","['cup']","list4"
"","['no']",NA,"['material']","[800, 'no']","['silver']","45","['wood']","['metal']","",116,2.96923333333333,"bowl_metal_original","['bowl']","list4"
"","['no']",NA,"['material']","[792, 'no']","['blue']","46","['cardboard']","['metal']","",116,2.96923333333333,"cup_metal_blue","['cup']","list4"
"","['no']",NA,"['color']","[967, 'no']","['blue']","47","['silver']","['plastic']","",116,2.96923333333333,"bottle_plastic_blue","['bottle']","list4"
"","['no']",NA,"['material']","[872, 'no']","['blue']","48","['glass']","['paper']","",116,2.96923333333333,"bag_paper_blue","['bag']","list4"
"","['yes']",NA,"['material']","[776, 'yes']","['blue']","49","['plastic']","['plastic']","",116,2.96923333333333,"bag_plastic_blue","['bag']","list4"
"","['no']",NA,"['material']","[736, 'no']","['green']","50","['cardboard']","['plastic']","",116,2.96923333333333,"bottle_plastic_green","['bottle']","list4"
"","['no']",NA,"['color']","[808, 'no']","['green']","51","['red']","['glass']","",116,2.96923333333333,"pitcher_glass_green","['pitcher']","list4"
"","['no']",NA,"['material']","[784, 'no']","['green']","52","['rubber']","['plastic']","",116,2.96923333333333,"bag_plastic_green","['bag']","list4"
"","['no']",NA,"['color']","[816, 'no']","['white']","53","['purple']","['paper']","",116,2.96923333333333,"plate_paper_original","['plate']","list4"
"","['no']",NA,"['material']","[864, 'no']","['blue']","54","['plastic']","['wood']","",116,2.96923333333333,"box_wood_blue","['box']","list4"
"","['yes']",NA,"['color']","[847, 'yes']","['black']","55","['black']","['leather']","",116,2.96923333333333,"jacket_leather_original","['jacket']","list4"
"","['no']",NA,"['color']","[840, 'no']","['green']","56","['red']","['rubber']","",116,2.96923333333333,"boot_rubber_green","['boot']","list4"
"","['no']",NA,"['color']","[1072, 'no']","['green']","57","['purple']","['metal']","",116,2.96923333333333,"pitcher_metal_green","['pitcher']","list4"
"","['no']",NA,"['material']","[744, 'no']","['brown']","58","['metal']","['rubber']","",116,2.96923333333333,"boot_rubber_brown","['boot']","list4"
"","['yes']",NA,"['color']","[736, 'no']","['blue']","59","['blue']","['plastic']","",116,2.96923333333333,"plate_plastic_original","['plate']","list4"
"","['no']",NA,"['material']","[991, 'no']","['purple']","60","['rubber']","['wood']","",116,2.96923333333333,"chair_wood_purple","['chair']","list4"
"","['yes']",NA,"['material']","[912, 'yes']","['blue']","61","['glass']","['glass']","",116,2.96923333333333,"pitcher_glass_blue","['pitcher']","list4"
"","['yes']",NA,"['material']","[928, 'yes']","['green']","62","['metal']","['metal']","",116,2.96923333333333,"bowl_metal_green","['bowl']","list4"
"","['no']",NA,"['material']","[775, 'no']","['green']","63","['denim']","['plastic']","",116,2.96923333333333,"pitcher_plastic_green","['pitcher']","list4"
"","['yes']",NA,"['color']","[928, 'yes']","['blue']","64","['blue']","['denim']","",116,2.96923333333333,"jacket_denim_original","['jacket']","list4"
"","['no']",NA,"['color']","[856, 'no']","['green']","65","['brown']","['wood']","",116,2.96923333333333,"chair_wood_green","['chair']","list4"
"","['yes']",NA,"['color']","[727, 'yes']","['purple']","66","['purple']","['plastic']","",116,2.96923333333333,"chair_plastic_purple","['chair']","list4"
"","['yes']",NA,"['material']","[704, 'yes']","['brown']","67","['wood']","['wood']","",116,2.96923333333333,"table_wood_original","['table']","list4"
"","['no']",NA,"['material']","[864, 'no']","['purple']","68","['plastic']","['denim']","",116,2.96923333333333,"jacket_denim_purple","['jacket']","list4"
"","['yes']",NA,"['material']","[1040, 'yes']","['white']","69","['plastic']","['plastic']","",116,2.96923333333333,"spoon_plastic_original","['spoon']","list4"
"","['no']",NA,"['material']","[872, 'no']","['green']","70","['denim']","['plastic']","",116,2.96923333333333,"cup_plastic_green","['cup']","list4"
"","['yes']",NA,"['material']","[720, 'yes']","['silver']","71","['metal']","['metal']","",116,2.96923333333333,"pitcher_metal_original","['pitcher']","list4"
"","['yes']",NA,"['color']","[664, 'yes']","['blue']","72","['blue']","['plastic']","",116,2.96923333333333,"cup_plastic_blue","['cup']","list4"
"","['no']",NA,"['material']","[768, 'no']","['silver']","73","['paper']","['metal']","",116,2.96923333333333,"chair_metal_original","['chair']","list4"
"","['yes']",NA,"['color']","[1184, 'yes']","['brown']","74","['brown']","['wood']","",116,2.96923333333333,"spoon_wood_original","['spoon']","list4"
"","['yes']",NA,"['color']","[672, 'yes']","['green']","75","['green']","['wood']","",116,2.96923333333333,"box_wood_green","['box']","list4"
"","['yes']",NA,"['material']","[720, 'yes']","['blue']","76","['metal']","['metal']","",116,2.96923333333333,"spoon_metal_blue","['spoon']","list4"
"","['no']",NA,"['color']","[992, 'no']","['pink']","77","['silver']","['plastic']","",116,2.96923333333333,"plate_plastic_pink","['plate']","list4"
"","['yes']",NA,"['material']","[912, 'no']","['blue']","78","['metal']","['metal']","",116,2.96923333333333,"table_metal_blue","['table']","list4"
"","['no']",NA,"['material']","[776, 'no']","['green']","79","['cardboard']","['glass']","",116,2.96923333333333,"bottle_glass_green","['bottle']","list4"
"","['no']",NA,"['color']","[760, 'no']","['silver']","80","['black']","['metal']","",116,2.96923333333333,"table_metal_original","['table']","list4"
"","['no']",NA,"['color']","[816, 'no']","['green']","81","['brown']","['plastic']","",116,2.96923333333333,"plate_plastic_green","['plate']","list4"
"","['no']",NA,"['material']","[816, 'yes']","['blue']","82","['paper']","['metal']","",116,2.96923333333333,"pitcher_metal_blue","['pitcher']","list4"
"","['yes']",NA,"['material']","[896, 'yes']","['green']","83","['plastic']","['plastic']","",116,2.96923333333333,"chair_plastic_green","['chair']","list4"
"","['yes']",NA,"['material']","[952, 'yes']","['green']","84","['paper']","['paper']","",116,2.96923333333333,"plate_paper_green","['plate']","list4"
"","['no']",NA,"['color']","[976, 'no']","['blue']","85","['purple']","['cardboard']","",116,2.96923333333333,"box_cardboard_blue","['box']","list4"
"","['no']",NA,"['material']","[856, 'no']","['purple']","86","['plastic']","['leather']","",116,2.96923333333333,"jacket_leather_purple","['jacket']","list4"
"","['no']",NA,"['material']","[776, 'no']","['silver']","87","['wood']","['metal']","",116,2.96923333333333,"spoon_metal_original","['spoon']","list4"
"","['yes']",NA,"['material']","[849, 'yes']","['clear']","88","['glass']","['glass']","",116,2.96923333333333,"bottle_glass_original","['bottle']","list4"
"","['yes']",NA,"['color']","[792, 'yes']","['blue']","89","['blue']","['plastic']","",116,2.96923333333333,"pitcher_plastic_blue","['pitcher']","list4"
"","['yes']",NA,"['color']","[1048, 'no']","['clear']","90","['clear']","['glass']","",116,2.96923333333333,"pitcher_glass_original","['pitcher']","list4"
"bot_check","",0,""," Patricia","","bot_check","","","Patricia",117,4.05121666666667,"","","list4"
"bot_check","",0,"","Patricia","","bot_check","","","Patricia",117,4.05121666666667,"","","list4"
"","['no']",NA,"['material']","['Late', 'yes']","['silver']","practice_trial","['glass']","['metal']","",117,4.05121666666667,"ball_metal_original","['ball']","list4"
"","['yes']",NA,"['color']","[1342, 'yes']","['yellow']","practice_trial","['yellow']","['wood']","",117,4.05121666666667,"door_wood_yellow","['door']","list4"
"","['no']",NA,"['color']","[1073, 'no']","['blue']","practice_trial","['red']","['metal']","",117,4.05121666666667,"ruler_metal_blue","['bag']","list4"
"","['yes']",NA,"['material']","[1488, 'no']","['red']","practice_trial","['plastic']","['plastic']","",117,4.05121666666667,"ball_plastic_red","['ball']","list4"
"","['no']",NA,"['material']","[1186, 'no']","['green']","10","['denim']","['plastic']","",117,4.05121666666667,"pitcher_plastic_green","['pitcher']","list4"
"","['yes']",NA,"['material']","[912, 'yes']","['brown']","11","['cardboard']","['cardboard']","",117,4.05121666666667,"box_cardboard_original","['box']","list4"
"","['no']",NA,"['color']","[929, 'no']","['pink']","12","['silver']","['plastic']","",117,4.05121666666667,"plate_plastic_pink","['plate']","list4"
"","['no']",NA,"['color']","[879, 'no']","['silver']","13","['black']","['metal']","",117,4.05121666666667,"table_metal_original","['table']","list4"
"","['no']",NA,"['material']","[849, 'no']","['silver']","14","['wood']","['metal']","",117,4.05121666666667,"bowl_metal_original","['bowl']","list4"
"","['yes']",NA,"['color']","[752, 'yes']","['blue']","15","['blue']","['glass']","",117,4.05121666666667,"bottle_glass_blue","['bottle']","list4"
"","['yes']",NA,"['material']","[816, 'no']","['blue']","16","['wood']","['wood']","",117,4.05121666666667,"table_wood_blue","['table']","list4"
"","['yes']",NA,"['material']","[1153, 'yes']","['green']","17","['paper']","['paper']","",117,4.05121666666667,"plate_paper_green","['plate']","list4"
"","['no']",NA,"['material']","[992, 'yes']","['blue']","18","['cardboard']","['metal']","",117,4.05121666666667,"cup_metal_blue","['cup']","list4"
"","['no']",NA,"['color']","[848, 'no']","['green']","19","['red']","['glass']","",117,4.05121666666667,"pitcher_glass_green","['pitcher']","list4"
"","['yes']",NA,"['color']","[1041, 'yes']","['blue']","20","['blue']","['plastic']","",117,4.05121666666667,"plate_plastic_original","['plate']","list4"
"","['no']",NA,"['material']","[961, 'no']","['green']","21","['rubber']","['plastic']","",117,4.05121666666667,"bag_plastic_green","['bag']","list4"
"","['yes']",NA,"['color']","[977, 'yes']","['blue']","22","['blue']","['plastic']","",117,4.05121666666667,"pitcher_plastic_blue","['pitcher']","list4"
"","['yes']",NA,"['material']","[1343, 'no']","['blue']","23","['metal']","['metal']","",117,4.05121666666667,"spoon_metal_blue","['spoon']","list4"
"","['yes']",NA,"['material']","[912, 'yes']","['green']","24","['metal']","['metal']","",117,4.05121666666667,"bowl_metal_green","['bowl']","list4"
"","['yes']",NA,"['material']","[1328, 'yes']","['silver']","25","['metal']","['metal']","",117,4.05121666666667,"pitcher_metal_original","['pitcher']","list4"
"","['yes']",NA,"['material']","[1248, 'yes']","['green']","26","['rubber']","['rubber']","",117,4.05121666666667,"boot_rubber_original","['boot']","list4"
"","['no']",NA,"['color']","[865, 'no']","['green']","27","['brown']","['wood']","",117,4.05121666666667,"chair_wood_green","['chair']","list4"
"","['yes']",NA,"['color']","[846, 'yes']","['green']","28","['green']","['wood']","",117,4.05121666666667,"table_wood_green","['table']","list4"
"","['no']",NA,"['material']","[991, 'no']","['purple']","29","['rubber']","['wood']","",117,4.05121666666667,"chair_wood_purple","['chair']","list4"
"","['no']",NA,"['color']","[1424, 'no']","['silver']","30","['clear']","['metal']","",117,4.05121666666667,"cup_metal_original","['cup']","list4"
"","['yes']",NA,"['material']","[1118, 'yes']","['clear']","31","['glass']","['glass']","",117,4.05121666666667,"bottle_glass_original","['bottle']","list4"
"","['yes']",NA,"['color']","[895, 'yes']","['blue']","32","['blue']","['denim']","",117,4.05121666666667,"jacket_denim_original","['jacket']","list4"
"","['yes']",NA,"['material']","[1056, 'yes']","['brown']","33","['wood']","['wood']","",117,4.05121666666667,"chair_wood_original","['chair']","list4"
"","['yes']",NA,"['material']","[1216, 'yes']","['green']","34","['metal']","['metal']","",117,4.05121666666667,"cup_metal_green","['cup']","list4"
"","['yes']",NA,"['color']","[878, 'yes']","['purple']","35","['purple']","['metal']","",117,4.05121666666667,"chair_metal_purple","['chair']","list4"
"","['yes']",NA,"['color']","[994, 'yes']","['blue']","36","['blue']","['paper']","",117,4.05121666666667,"plate_paper_blue","['plate']","list4"
"","['no']",NA,"['color']","[800, 'no']","['green']","37","['brown']","['plastic']","",117,4.05121666666667,"plate_plastic_green","['plate']","list4"
"","['no']",NA,"['material']","[944, 'no']","['green']","38","['cardboard']","['plastic']","",117,4.05121666666667,"bottle_plastic_green","['bottle']","list4"
"","['no']",NA,"['color']","[783, 'no']","['blue']","39","['black']","['wood']","",117,4.05121666666667,"spoon_wood_blue","['spoon']","list4"
"","['no']",NA,"['material']","[896, 'no']","['green']","40","['cardboard']","['glass']","",117,4.05121666666667,"bottle_glass_green","['bottle']","list4"
"","['no']",NA,"['color']","[1280, 'no']","['green']","41","['purple']","['metal']","",117,4.05121666666667,"pitcher_metal_green","['pitcher']","list4"
"","['yes']",NA,"['material']","[1232, 'yes']","['green']","42","['leather']","['leather']","",117,4.05121666666667,"jacket_leather_green","['jacket']","list4"
"","['no']",NA,"['material']","[895, 'no']","['blue']","43","['glass']","['paper']","",117,4.05121666666667,"bag_paper_blue","['bag']","list4"
"","['no']",NA,"['material']","[880, 'no']","['purple']","44","['plastic']","['leather']","",117,4.05121666666667,"jacket_leather_purple","['jacket']","list4"
"","['yes']",NA,"['material']","[961, 'yes']","['green']","45","['plastic']","['plastic']","",117,4.05121666666667,"chair_plastic_green","['chair']","list4"
"","['yes']",NA,"['material']","[1103, 'yes']","['brown']","46","['leather']","['leather']","",117,4.05121666666667,"boot_leather_brown","['boot']","list4"
"","['yes']",NA,"['color']","[928, 'yes']","['green']","47","['green']","['wood']","",117,4.05121666666667,"box_wood_green","['box']","list4"
"","['yes']",NA,"['color']","[975, 'yes']","['blue']","48","['blue']","['metal']","",117,4.05121666666667,"bowl_metal_blue","['bowl']","list4"
"","['no']",NA,"['material']","[1105, 'yes']","['green']","49","['plastic']","['wood']","",117,4.05121666666667,"spoon_wood_green","['spoon']","list4"
"","['no']",NA,"['color']","[911, 'no']","['brown']","50","['pink']","['paper']","",117,4.05121666666667,"bag_paper_original","['bag']","list4"
"","['yes']",NA,"['color']","[974, 'no']","['white']","51","['white']","['plastic']","",117,4.05121666666667,"bag_plastic_original","['bag']","list4"
"","['no']",NA,"['color']","[1105, 'no']","['blue']","52","['clear']","['plastic']","",117,4.05121666666667,"spoon_plastic_blue","['spoon']","list4"
"","['yes']",NA,"['color']","[799, 'yes']","['purple']","53","['purple']","['plastic']","",117,4.05121666666667,"chair_plastic_purple","['chair']","list4"
"","['yes']",NA,"['material']","[815, 'yes']","['brown']","54","['wood']","['wood']","",117,4.05121666666667,"box_wood_original","['box']","list4"
"","['no']",NA,"['material']","[1121, 'no']","['green']","55","['metal']","['glass']","",117,4.05121666666667,"bowl_glass_green","['bowl']","list4"
"","['no']",NA,"['color']","[1150, 'yes']","['blue']","56","['silver']","['plastic']","",117,4.05121666666667,"bottle_plastic_blue","['bottle']","list4"
"","['no']",NA,"['material']","[992, 'yes']","['brown']","57","['metal']","['rubber']","",117,4.05121666666667,"boot_rubber_brown","['boot']","list4"
"","['no']",NA,"['material']","[1344, 'no']","['purple']","58","['plastic']","['denim']","",117,4.05121666666667,"jacket_denim_purple","['jacket']","list4"
"","['yes']",NA,"['color']","[1151, 'yes']","['green']","59","['green']","['paper']","",117,4.05121666666667,"bag_paper_green","['bag']","list4"
"","['no']",NA,"['color']","[864, 'no']","['white']","60","['brown']","['plastic']","",117,4.05121666666667,"pitcher_plastic_original","['pitcher']","list4"
"","['yes']",NA,"['color']","[894, 'yes']","['black']","61","['black']","['leather']","",117,4.05121666666667,"jacket_leather_original","['jacket']","list4"
"","['yes']",NA,"['material']","[1087, 'yes']","['white']","62","['plastic']","['plastic']","",117,4.05121666666667,"spoon_plastic_original","['spoon']","list4"
"","['no']",NA,"['material']","[912, 'no']","['blue']","63","['plastic']","['wood']","",117,4.05121666666667,"box_wood_blue","['box']","list4"
"","['yes']",NA,"['material']","[1135, 'no']","['blue']","64","['metal']","['metal']","",117,4.05121666666667,"table_metal_blue","['table']","list4"
"","['yes']",NA,"['color']","[977, 'yes']","['black']","65","['black']","['leather']","",117,4.05121666666667,"boot_leather_original","['boot']","list4"
"","['yes']",NA,"['material']","[991, 'yes']","['blue']","66","['glass']","['glass']","",117,4.05121666666667,"pitcher_glass_blue","['pitcher']","list4"
"","['yes']",NA,"['material']","[846, 'no']","['clear']","67","['plastic']","['plastic']","",117,4.05121666666667,"cup_plastic_original","['cup']","list4"
"","['no']",NA,"['color']","[1023, 'no']","['white']","68","['purple']","['paper']","",117,4.05121666666667,"plate_paper_original","['plate']","list4"
"","['no']",NA,"['color']","[1040, 'no']","['green']","69","['black']","['metal']","",117,4.05121666666667,"spoon_metal_green","['spoon']","list4"
"","['no']",NA,"['color']","[975, 'no']","['green']","70","['red']","['rubber']","",117,4.05121666666667,"boot_rubber_green","['boot']","list4"
"","['no']",NA,"['material']","[1072, 'no']","['silver']","71","['paper']","['metal']","",117,4.05121666666667,"chair_metal_original","['chair']","list4"
"","['no']",NA,"['material']","[977, 'no']","['blue']","72","['paper']","['metal']","",117,4.05121666666667,"pitcher_metal_blue","['pitcher']","list4"
"","['no']",NA,"['material']","[973, 'no']","['blue']","73","['wood']","['plastic']","",117,4.05121666666667,"chair_plastic_original","['chair']","list4"
"","['yes']",NA,"['material']","[880, 'yes']","['blue']","74","['plastic']","['plastic']","",117,4.05121666666667,"bag_plastic_blue","['bag']","list4"
"","['no']",NA,"['color']","[992, 'no']","['green']","75","['clear']","['metal']","",117,4.05121666666667,"chair_metal_green","['chair']","list4"
"","['yes']",NA,"['material']","[958, 'yes']","['clear']","76","['glass']","['glass']","",117,4.05121666666667,"bowl_glass_original","['bowl']","list4"
"","['yes']",NA,"['color']","[846, 'yes']","['green']","77","['green']","['cardboard']","",117,4.05121666666667,"box_cardboard_green","['box']","list4"
"","['no']",NA,"['material']","[911, 'no']","['green']","78","['denim']","['plastic']","",117,4.05121666666667,"cup_plastic_green","['cup']","list4"
"","['yes']",NA,"['color']","[1167, 'yes']","['brown']","79","['brown']","['wood']","",117,4.05121666666667,"spoon_wood_original","['spoon']","list4"
"","['no']",NA,"['color']","[1103, 'no']","['blue']","80","['black']","['glass']","",117,4.05121666666667,"bowl_glass_blue","['bowl']","list4"
"","['yes']",NA,"['color']","[1265, 'yes']","['clear']","81","['clear']","['plastic']","",117,4.05121666666667,"bottle_plastic_original","['bottle']","list4"
"","['no']",NA,"['color']","[896, 'no']","['green']","82","['black']","['denim']","",117,4.05121666666667,"jacket_denim_green","['jacket']","list4"
"","['no']",NA,"['color']","[1104, 'no']","['blue']","83","['purple']","['cardboard']","",117,4.05121666666667,"box_cardboard_blue","['box']","list4"
