"utterance","correct_answer","rt","feature_type","response","correct_color","slide_number_in_experiment","feature","correct_material","object","workerid","Answer.time_in_minutes","label","item","speaker_cond"
"bot_check","",0,"","Mary","","bot_check","","","Mary",56,3.16653333333333,"","","list2"
"","['no']",NA,"['material']","[1225, 'no']","['silver']","practice_trial","['glass']","['metal']","",56,3.16653333333333,"ball_metal_original","['ball']","list2"
"","['yes']",NA,"['color']","[1143, 'yes']","['yellow']","practice_trial","['yellow']","['wood']","",56,3.16653333333333,"door_wood_yellow","['door']","list2"
"","['no']",NA,"['color']","[936, 'no']","['blue']","practice_trial","['red']","['metal']","",56,3.16653333333333,"ruler_metal_blue","['bag']","list2"
"","['yes']",NA,"['material']","[1248, 'yes']","['red']","practice_trial","['plastic']","['plastic']","",56,3.16653333333333,"ball_plastic_red","['ball']","list2"
"","['yes']",NA,"['material']","[1351, 'yes']","['blue']","10","['plastic']","['plastic']","",56,3.16653333333333,"cup_plastic_blue","['cup']","list2"
"","['no']",NA,"['color']","[1064, 'no']","['blue']","11","['brown']","['metal']","",56,3.16653333333333,"cup_metal_blue","['cup']","list2"
"","['no']",NA,"['material']","[1167, 'no']","['green']","12","['paper']","['leather']","",56,3.16653333333333,"boot_leather_green","['boot']","list2"
"","['no']",NA,"['material']","[1248, 'no']","['blue']","13","['metal']","['wood']","",56,3.16653333333333,"spoon_wood_blue","['spoon']","list2"
"","['no']",NA,"['color']","[1040, 'no']","['green']","14","['blue']","['glass']","",56,3.16653333333333,"bowl_glass_green","['bowl']","list2"
"","['yes']",NA,"['color']","[879, 'yes']","['green']","15","['green']","['plastic']","",56,3.16653333333333,"chair_plastic_green","['chair']","list2"
"","['no']",NA,"['color']","[880, 'no']","['silver']","16","['black']","['metal']","",56,3.16653333333333,"bowl_metal_original","['bowl']","list2"
"","['yes']",NA,"['material']","[775, 'yes']","['blue']","17","['denim']","['denim']","",56,3.16653333333333,"jacket_denim_original","['jacket']","list2"
"","['no']",NA,"['material']","[1920, 'no']","['green']","18","['plastic']","['denim']","",56,3.16653333333333,"jacket_denim_green","['jacket']","list2"
"","['yes']",NA,"['material']","[848, 'yes']","['green']","19","['cardboard']","['cardboard']","",56,3.16653333333333,"box_cardboard_green","['box']","list2"
"","['no']",NA,"['color']","[1359, 'no']","['blue']","20","['clear']","['wood']","",56,3.16653333333333,"box_wood_blue","['box']","list2"
"","['yes']",NA,"['color']","[800, 'yes']","['green']","21","['green']","['leather']","",56,3.16653333333333,"jacket_leather_green","['jacket']","list2"
"","['no']",NA,"['material']","[1304, 'no']","['blue']","22","['denim']","['cardboard']","",56,3.16653333333333,"box_cardboard_blue","['box']","list2"
"","['yes']",NA,"['color']","[856, 'no']","['green']","23","['green']","['rubber']","",56,3.16653333333333,"boot_rubber_original","['boot']","list2"
"","['no']",NA,"['material']","[1039, 'no']","['pink']","24","['glass']","['plastic']","",56,3.16653333333333,"plate_plastic_pink","['plate']","list2"
"","['yes']",NA,"['color']","[912, 'yes']","['clear']","25","['clear']","['glass']","",56,3.16653333333333,"bottle_glass_original","['bottle']","list2"
"","['yes']",NA,"['material']","[640, 'yes']","['clear']","26","['glass']","['glass']","",56,3.16653333333333,"pitcher_glass_original","['pitcher']","list2"
"","['no']",NA,"['color']","[880, 'no']","['blue']","27","['green']","['plastic']","",56,3.16653333333333,"chair_plastic_original","['chair']","list2"
"","['yes']",NA,"['material']","[720, 'yes']","['green']","28","['plastic']","['plastic']","",56,3.16653333333333,"spoon_plastic_green","['spoon']","list2"
"","['yes']",NA,"['material']","[768, 'yes']","['blue']","29","['paper']","['paper']","",56,3.16653333333333,"plate_paper_blue","['plate']","list2"
"","['yes']",NA,"['material']","[905, 'yes']","['blue']","30","['glass']","['glass']","",56,3.16653333333333,"bottle_glass_blue","['bottle']","list2"
"","['yes']",NA,"['material']","[799, 'yes']","['green']","31","['paper']","['paper']","",56,3.16653333333333,"bag_paper_green","['bag']","list2"
"","['yes']",NA,"['color']","[712, 'yes']","['white']","32","['white']","['plastic']","",56,3.16653333333333,"spoon_plastic_original","['spoon']","list2"
"","['yes']",NA,"['color']","[607, 'yes']","['brown']","33","['brown']","['wood']","",56,3.16653333333333,"chair_wood_original","['chair']","list2"
"","['yes']",NA,"['color']","[672, 'yes']","['brown']","34","['brown']","['wood']","",56,3.16653333333333,"box_wood_original","['box']","list2"
"","['no']",NA,"['color']","[664, 'no']","['green']","35","['blue']","['metal']","",56,3.16653333333333,"table_metal_green","['table']","list2"
"","['no']",NA,"['color']","[959, 'no']","['purple']","36","['clear']","['wood']","",56,3.16653333333333,"chair_wood_purple","['chair']","list2"
"","['no']",NA,"['material']","[744, 'no']","['silver']","37","['glass']","['metal']","",56,3.16653333333333,"cup_metal_original","['cup']","list2"
"","['no']",NA,"['color']","[1280, 'no']","['blue']","38","['green']","['paper']","",56,3.16653333333333,"bag_paper_blue","['bag']","list2"
"","['yes']",NA,"['color']","[697, 'yes']","['brown']","39","['brown']","['wood']","",56,3.16653333333333,"table_wood_original","['table']","list2"
"","['no']",NA,"['material']","[848, 'no']","['green']","40","['wood']","['glass']","",56,3.16653333333333,"pitcher_glass_green","['pitcher']","list2"
"","['yes']",NA,"['color']","[696, 'yes']","['blue']","41","['blue']","['glass']","",56,3.16653333333333,"pitcher_glass_blue","['pitcher']","list2"
"","['no']",NA,"['color']","[640, 'no']","['brown']","42","['silver']","['rubber']","",56,3.16653333333333,"boot_rubber_brown","['boot']","list2"
"","['no']",NA,"['color']","[777, 'no']","['purple']","43","['red']","['leather']","",56,3.16653333333333,"jacket_leather_purple","['jacket']","list2"
"","['no']",NA,"['material']","[1008, 'no']","['green']","44","['denim']","['wood']","",56,3.16653333333333,"chair_wood_green","['chair']","list2"
"","['no']",NA,"['material']","[1416, 'no']","['green']","45","['cardboard']","['plastic']","",56,3.16653333333333,"plate_plastic_green","['plate']","list2"
"","['yes']",NA,"['color']","[664, 'yes']","['clear']","46","['clear']","['glass']","",56,3.16653333333333,"bowl_glass_original","['bowl']","list2"
"","['yes']",NA,"['material']","[911, 'yes']","['blue']","47","['metal']","['metal']","",56,3.16653333333333,"bowl_metal_blue","['bowl']","list2"
"","['yes']",NA,"['color']","[720, 'yes']","['blue']","48","['blue']","['metal']","",56,3.16653333333333,"table_metal_blue","['table']","list2"
"","['yes']",NA,"['material']","[800, 'yes']","['blue']","49","['plastic']","['plastic']","",56,3.16653333333333,"pitcher_plastic_blue","['pitcher']","list2"
"","['no']",NA,"['material']","[848, 'no']","['silver']","50","['plastic']","['metal']","",56,3.16653333333333,"table_metal_original","['table']","list2"
"","['yes']",NA,"['material']","[768, 'yes']","['purple']","51","['plastic']","['plastic']","",56,3.16653333333333,"chair_plastic_purple","['chair']","list2"
"","['no']",NA,"['color']","[904, 'no']","['green']","52","['silver']","['plastic']","",56,3.16653333333333,"pitcher_plastic_green","['pitcher']","list2"
"","['yes']",NA,"['color']","[641, 'yes']","['blue']","53","['blue']","['metal']","",56,3.16653333333333,"spoon_metal_blue","['spoon']","list2"
"","['yes']",NA,"['color']","[1088, 'yes']","['green']","54","['green']","['metal']","",56,3.16653333333333,"cup_metal_green","['cup']","list2"
"","['yes']",NA,"['material']","[800, 'yes']","['clear']","55","['plastic']","['plastic']","",56,3.16653333333333,"bottle_plastic_original","['bottle']","list2"
"","['yes']",NA,"['color']","[720, 'no']","['green']","56","['green']","['metal']","",56,3.16653333333333,"bowl_metal_green","['bowl']","list2"
"","['no']",NA,"['material']","[1007, 'no']","['green']","57","['leather']","['metal']","",56,3.16653333333333,"pitcher_metal_green","['pitcher']","list2"
"","['no']",NA,"['color']","[1328, 'no']","['green']","58","['clear']","['wood']","",56,3.16653333333333,"spoon_wood_green","['spoon']","list2"
"","['no']",NA,"['color']","[960, 'no']","['silver']","59","['green']","['metal']","",56,3.16653333333333,"chair_metal_original","['chair']","list2"
"","['no']",NA,"['color']","[1383, 'no']","['green']","60","['purple']","['plastic']","",56,3.16653333333333,"bottle_plastic_green","['bottle']","list2"
"","['yes']",NA,"['color']","[936, 'yes']","['silver']","61","['silver']","['metal']","",56,3.16653333333333,"pitcher_metal_original","['pitcher']","list2"
"","['no']",NA,"['material']","[1384, 'no']","['blue']","62","['glass']","['plastic']","",56,3.16653333333333,"bottle_plastic_blue","['bottle']","list2"
"","['no']",NA,"['material']","[1198, 'no']","['brown']","63","['plastic']","['paper']","",56,3.16653333333333,"bag_paper_original","['bag']","list2"
"","['yes']",NA,"['color']","[777, 'yes']","['green']","64","['green']","['paper']","",56,3.16653333333333,"plate_paper_green","['plate']","list2"
"","['no']",NA,"['material']","[1303, 'no']","['white']","65","['rubber']","['plastic']","",56,3.16653333333333,"pitcher_plastic_original","['pitcher']","list2"
"","['yes']",NA,"['material']","[767, 'yes']","['white']","66","['plastic']","['plastic']","",56,3.16653333333333,"bag_plastic_original","['bag']","list2"
"","['yes']",NA,"['color']","[696, 'yes']","['brown']","67","['brown']","['cardboard']","",56,3.16653333333333,"box_cardboard_original","['box']","list2"
"","['yes']",NA,"['material']","[984, 'yes']","['black']","68","['leather']","['leather']","",56,3.16653333333333,"boot_leather_original","['boot']","list2"
"","['yes']",NA,"['material']","[1679, 'yes']","['purple']","69","['metal']","['metal']","",56,3.16653333333333,"chair_metal_purple","['chair']","list2"
"","['no']",NA,"['color']","[847, 'no']","['purple']","70","['blue']","['denim']","",56,3.16653333333333,"jacket_denim_purple","['jacket']","list2"
"","['no']",NA,"['material']","[936, 'no']","['green']","71","['glass']","['rubber']","",56,3.16653333333333,"boot_rubber_green","['boot']","list2"
"","['no']",NA,"['color']","[1272, 'no']","['green']","72","['clear']","['plastic']","",56,3.16653333333333,"cup_plastic_green","['cup']","list2"
"","['yes']",NA,"['material']","[832, 'yes']","['black']","73","['leather']","['leather']","",56,3.16653333333333,"jacket_leather_original","['jacket']","list2"
"","['yes']",NA,"['material']","[856, 'yes']","['brown']","74","['wood']","['wood']","",56,3.16653333333333,"spoon_wood_original","['spoon']","list2"
"","['no']",NA,"['color']","[1144, 'no']","['green']","75","['silver']","['plastic']","",56,3.16653333333333,"bag_plastic_green","['bag']","list2"
"","['yes']",NA,"['color']","[824, 'yes']","['blue']","76","['blue']","['wood']","",56,3.16653333333333,"table_wood_blue","['table']","list2"
"","['no']",NA,"['color']","[1304, 'no']","['blue']","77","['green']","['metal']","",56,3.16653333333333,"pitcher_metal_blue","['pitcher']","list2"
"","['no']",NA,"['material']","[1175, 'no']","['white']","78","['wood']","['paper']","",56,3.16653333333333,"plate_paper_original","['plate']","list2"
"","['no']",NA,"['material']","[1088, 'no']","['green']","79","['denim']","['metal']","",56,3.16653333333333,"chair_metal_green","['chair']","list2"
"","['yes']",NA,"['color']","[663, 'yes']","['blue']","80","['blue']","['plastic']","",56,3.16653333333333,"bag_plastic_blue","['bag']","list2"
"","['yes']",NA,"['material']","[696, 'yes']","['green']","81","['wood']","['wood']","",56,3.16653333333333,"box_wood_green","['box']","list2"
"","['yes']",NA,"['material']","[687, 'yes']","['green']","82","['wood']","['wood']","",56,3.16653333333333,"table_wood_green","['table']","list2"
"","['yes']",NA,"['color']","[1178, 'yes']","['brown']","83","['brown']","['leather']","",56,3.16653333333333,"boot_leather_brown","['boot']","list2"
"","['yes']",NA,"['color']","[825, 'yes']","['clear']","84","['clear']","['plastic']","",56,3.16653333333333,"cup_plastic_original","['cup']","list2"
"","['no']",NA,"['material']","[1223, 'no']","['blue']","85","['cardboard']","['glass']","",56,3.16653333333333,"bowl_glass_blue","['bowl']","list2"
"","['no']",NA,"['color']","[983, 'no']","['green']","86","['red']","['glass']","",56,3.16653333333333,"bottle_glass_green","['bottle']","list2"
"","['yes']",NA,"['material']","[823, 'yes']","['blue']","87","['plastic']","['plastic']","",56,3.16653333333333,"plate_plastic_original","['plate']","list2"
"","['no']",NA,"['material']","[935, 'no']","['green']","88","['paper']","['metal']","",56,3.16653333333333,"spoon_metal_green","['spoon']","list2"
"","['no']",NA,"['material']","[1088, 'no']","['blue']","89","['cardboard']","['plastic']","",56,3.16653333333333,"spoon_plastic_blue","['spoon']","list2"
"","['no']",NA,"['color']","[928, 'no']","['silver']","90","['pink']","['metal']","",56,3.16653333333333,"spoon_metal_original","['spoon']","list2"
"bot_check","",0,"","Barbara","","bot_check","","","Barbara",57,3.85895,"","","list2"
"","['no']",NA,"['material']","[1485, 'no']","['silver']","practice_trial","['glass']","['metal']","",57,3.85895,"ball_metal_original","['ball']","list2"
"","['yes']",NA,"['color']","[1609, 'yes']","['yellow']","practice_trial","['yellow']","['wood']","",57,3.85895,"door_wood_yellow","['door']","list2"
"","['no']",NA,"['color']","[932, 'no']","['blue']","practice_trial","['red']","['metal']","",57,3.85895,"ruler_metal_blue","['bag']","list2"
"","['yes']",NA,"['material']","[1975, 'no']","['red']","practice_trial","['plastic']","['plastic']","",57,3.85895,"ball_plastic_red","['ball']","list2"
"","['no']",NA,"['color']","[1149, 'yes']","['blue']","10","['green']","['paper']","",57,3.85895,"bag_paper_blue","['bag']","list2"
"","['yes']",NA,"['material']","[1655, 'yes']","['blue']","11","['plastic']","['plastic']","",57,3.85895,"plate_plastic_original","['plate']","list2"
"","['yes']",NA,"['material']","[1343, 'yes']","['purple']","12","['metal']","['metal']","",57,3.85895,"chair_metal_purple","['chair']","list2"
"","['no']",NA,"['color']","['Late', 'no']","['brown']","13","['silver']","['rubber']","",57,3.85895,"boot_rubber_brown","['boot']","list2"
"","['no']",NA,"['material']","[1414, 'no']","['pink']","14","['glass']","['plastic']","",57,3.85895,"plate_plastic_pink","['plate']","list2"
"","['yes']",NA,"['color']","[1555, 'yes']","['blue']","15","['blue']","['metal']","",57,3.85895,"table_metal_blue","['table']","list2"
"","['yes']",NA,"['material']","['Late', '']","['green']","16","['wood']","['wood']","",57,3.85895,"table_wood_green","['table']","list2"
"","['no']",NA,"['color']","[913, 'no']","['blue']","17","['green']","['plastic']","",57,3.85895,"chair_plastic_original","['chair']","list2"
"","['yes']",NA,"['color']","[1161, 'yes']","['white']","18","['white']","['plastic']","",57,3.85895,"spoon_plastic_original","['spoon']","list2"
"","['yes']",NA,"['color']","[1032, 'yes']","['clear']","19","['clear']","['glass']","",57,3.85895,"bottle_glass_original","['bottle']","list2"
"","['no']",NA,"['color']","[1021, 'no']","['silver']","20","['black']","['metal']","",57,3.85895,"bowl_metal_original","['bowl']","list2"
"","['no']",NA,"['color']","[992, 'no']","['blue']","21","['clear']","['wood']","",57,3.85895,"box_wood_blue","['box']","list2"
"","['yes']",NA,"['color']","[1104, 'yes']","['brown']","22","['brown']","['wood']","",57,3.85895,"chair_wood_original","['chair']","list2"
"","['yes']",NA,"['color']","[1252, 'yes']","['green']","23","['green']","['leather']","",57,3.85895,"jacket_leather_green","['jacket']","list2"
"","['no']",NA,"['material']","[1371, 'yes']","['white']","24","['rubber']","['plastic']","",57,3.85895,"pitcher_plastic_original","['pitcher']","list2"
"","['yes']",NA,"['color']","[1617, 'yes']","['blue']","25","['blue']","['plastic']","",57,3.85895,"bag_plastic_blue","['bag']","list2"
